Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2Fxmhks0bxGSBdJ92vM42m,"bad guy","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,194087,83,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Darkroom/Interscope Records",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
1CS7Sd1u5tWkstBhpssyjP,"Take Me to Church","Hozier (Expanded Edition)","Hozier",2014-09-19,241693,83,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Columbia",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
34gCuhDGsG4bRPIf9bb02f,"Thinking out Loud","x (Deluxe Edition)","Ed Sheeran",2014-06-21,281560,84,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"soft pop","Atlantic Records UK",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4
3JvrhDOgAt6p7K8mDyZwRd,"Riptide","Dream Your Life Away (Special Edition)","Vance Joy",2014-09-08,204280,21,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"folk pop","Atlantic Records",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
6l8GvAyoUZwWDgF1e4822w,"Bohemian Rhapsody","Stone Cold Classics","Queen",2006-01-01,355400,67,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"classic rock,rock,glam rock","Hollywood Records",0.397,0.386,0,-10.405,0,0.0503,0.271,0,0.188,0.21,144.242,4
21jGcNKet2qwijlDFuPiPb,"Circles","Hollywood's Bleeding","Post Malone",2019-09-06,215280,86,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Republic Records",0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,4
2VxeLyX666F8uXCJ0dZF8B,"Shallow","A Star Is Born Soundtrack","Lady Gaga,Bradley Cooper",2018-10-05,215733,85,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"art pop,pop","A Star is Born OST",0.577,0.385,7,-6.362,1,0.03,0.371,0,0.231,0.331,95.82,4
6sy3LkhNFjJWlaeSMNwQ62,"Counting Stars","Native","OneRepublic",2014-01-01,257840,76,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"soft pop","Mosley / Interscope",0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.115,0.474,122.013,4
50kpGaPAhYJ3sGmk6vplg0,"Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,86,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","RBMG/Def Jam",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.43,4
7otCGmgp9h4CsR2LhwB6gt,"Another Love","Long Way Down","Tom Odell",2013-09-17,244360,65,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","ITNO/Columbia",0.445,0.537,4,-8.532,0,0.04,0.695,0.000016,0.0941,0.131,122.764,4
1zB4vmk8tFRmM9UULNzbLB,"Thunder","Evolve","Imagine Dragons",2017-06-23,187146,86,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Kid Ina Korner / Interscope",0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,4
3U4isOIWM3VvDubwSI3y7a,"All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"soft pop,neo soul","G.O.O.D. Music/Columbia",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
6gBFPUFcJLzWGx4lenP6h2,"goosebumps","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,243836,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"rap","Cactus Jack / Epic",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
3bidbhpOYeV4knp8AIu8Xn,"Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2012-10-09,258342,81,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Macklemore",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-01-01,247426,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"edm","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
3CRDbSIZ4r5MsZ0YwxuEkn,"Stressed Out","Blurryface","Twenty One Pilots",2015-05-15,202333,86,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Fueled By Ramen",0.734,0.637,4,-5.677,0,0.141,0.0462,0.0000229,0.0602,0.648,169.977,4
7fBv7CLKzipRk6EC6TWHOB,"The Hills","Beauty Behind The Madness","The Weeknd",2015-08-28,242253,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Universal Republic Records",0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
6ocbgoVGwYJhOv1GgI9NsF,"7 rings","thank u, next","Ariana Grande",2019-02-08,178626,84,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"pop","Republic Records",0.777,0.317,1,-10.732,0,0.308,0.591,0,0.0881,0.33,139.848,4
3AJwUDP919kvQ9QcozQPxg,"Yellow","Parachutes","Coldplay",2000-07-10,266773,92,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Parlophone UK",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
1KxwZYyzWNyZSRyErj2ojT,"Let Her Go","All The Little Lights","Passenger",2012-08-28,252733,76,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"folk pop","Nettwerk Music Group",0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,4
3LlAyCYU26dvFZBDUIMb7a,"Demons","Night Visions","Imagine Dragons",2012-09-04,175200,74,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Kid Ina Korner / Interscope",0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.329,0.419,89.929,4
3ee8Jmje8o58CHK66QrVC2,"SAD!","?","XXXTENTACION",2018-03-16,166605,81,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"emo rap","Bad Vibes Forever, LLC",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
2Ch7LmS7r2Gy2kc64wv3Bz,"Die For You","Starboy","The Weeknd",2016-11-25,260252,81,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Universal Republic Records",0.586,0.525,1,-7.163,0,0.0616,0.111,0,0.134,0.507,133.63,4
68Dni7IE4VyPkTOH9mRWHr,"No Role Modelz","2014 Forest Hills Drive","J. Cole",2014-12-09,292799,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"rap","Roc Nation Records LLC",0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4
7KXjTSCq5nL1LoYtL7XAwS,"HUMBLE.","DAMN.","Kendrick Lamar",2017-04-14,177000,89,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"hip hop,west coast hip hop","Aftermath",0.908,0.621,1,-6.638,0,0.102,0.000282,0.0000539,0.0958,0.421,150.011,4
7m9OqQk4RVRkw9JJdeAw96,"Jocelyn Flores","17","XXXTENTACION",2017-08-25,119133,81,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"emo rap","Bad Vibes Forever / EMPIRE",0.872,0.391,0,-9.144,0,0.242,0.469,0.00000413,0.297,0.437,134.021,4
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself","Curtain Call: The Hits (Deluxe Edition)","Eminem",2005-12-06,326466,79,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"rap,hip hop","Aftermath",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
5wANPM4fQCJwkGd4rN57mH,"drivers license","SOUR","Olivia Rodrigo",2021-05-21,242013,87,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"","Olivia Rodrigo PS",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
5FVd6KXrgO9B3JPmC8OPst,"Do I Wanna Know?","AM","Arctic Monkeys",2013-09-09,272394,88,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"indie,garage rock","Domino Recording Co",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
7ef4DlsgrMEH11cDZd32M6,"One Kiss (with Dua Lipa)","One Kiss (with Dua Lipa)","Calvin Harris,Dua Lipa",2018-04-06,214846,81,31omd6jobwv7iuq24hs6ntgqyiqq,2024-05-06T19:46:32Z,"edm,pop","Sony Music UK",0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,4
